"CAVS_CODE","CAAB_CODE","NAMES_VARIOUS","SCIENTIFIC_NAME","FAMILY","GENUS","SUBGENUS","SPECIES","SUBSPECIES","NAME_TYPE","NAME_SUBTYPE","RANK","QUALIFICATION","AUTHOR","YEAR","ORIG_COMBINATION","NAME_GUID","NAME_LAST_UPDATE","TAXON_GUID","TAXON_LAST_UPDATE","PARENT_TAXON_GUID","CONCEPT_GUID","PUB_PUB_AUTHOR","PUB_PUB_YEAR","PUB_PUB_TITLE","PUB_PUB_PAGES","PUB_PUB_PARENT_BOOK_TITLE","PUB_PUB_PARENT_JOURNAL_TITLE","PUB_PUB_PARENT_ARTICLE_TITLE","PUB_PUB_PUBLICATION_DATE","PUB_PUB_PUBLISHER","PUB_PUB_FORMATTED","PUB_PUB_QUALIFICATION","PUB_PUB_TYPE","PUBLICATION_GUID","PUBLICATION_LAST_UPDATE","PARENT_PUBLICATION_GUID"
"","","bassiana","Myopsalta bassiana Popple, 2017","CICADIDAE","Myopsalta","","bassiana","","Synonym","synonym","Species","","Popple","2017","Y","85659fe7-0cea-42bd-9ca7-93b7bc60ec0d","20250530T00:56:36.273+0000","26ea46b2-809b-4f84-8a29-f4b572d87a5d","20250729T23:16:11.865+0000","","a0126c31-ceb9-4003-bae9-ff84ce802390","Popple, L.W.","2017","A revision of the <i>Myopsalta crucifera</i> (Ashton) species group (Hemiptera: Cicadidae: Cicadettini) with 14 new species from mainland Australia","1-98","","Zootaxa","","","","<!--MARK--><a href='nulla8447363-5982-472b-b54a-f40476f50f5b' class='mouseoverHref'>Popple, L.W. 2017. A revision of the <i>Myopsalta crucifera</i> (Ashton) species group (Hemiptera: Cicadidae: Cicadettini) with 14 new species from mainland Australia.</a> <!--MARK--><!--MARK--><a href='null96466227-221c-4922-ac97-1ac2dd946d0a' class='mouseoverHref'><em>Zootaxa</em></a> <strong>4340</strong>(1): 1-98<!--MARK-->","","Article in Journal","a8447363-5982-472b-b54a-f40476f50f5b","20180209T01:29:03.288+0000","96466227-221c-4922-ac97-1ac2dd946d0a"
"","","binotata","Myopsalta binotata (Goding & Froggatt, 1904)","CICADIDAE","Myopsalta","","binotata","","Valid Name","","Species","","Goding & Froggatt","1904","N","945db48d-5ce0-4b2d-88bb-012853b3aac2","20250530T00:56:36.273+0000","3cf0aee9-5451-4fb7-91fa-6e58ed235168","20250729T23:16:11.865+0000","f8c0913f-4701-4ed0-b351-eeccf03ea857","3cf0aee9-5451-4fb7-91fa-6e58ed235168","","","","","","","","","","","","","","",""
"","","binotata","Melampsalta binotata Goding & Froggatt, 1904","","Melampsalta","","binotata","","Synonym","synonym","Species","","Goding & Froggatt","1904","Y","b676dcf1-21a7-454e-aedd-210996eb3cb6","20250530T00:56:36.273+0000","3cf0aee9-5451-4fb7-91fa-6e58ed235168","20250729T23:16:11.865+0000","","6f83436d-43d2-48ff-86b5-31dd745d7230","Goding, F.W. & Froggatt, W.W.","1904","Monograph of the Australian Cicadidae","561-670, pls xviii, xix","","Proceedings of the Linnean Society of New South Wales","","","","<!--MARK--><a href='null30bf2cf0-4761-423b-9abb-c236e145611a' class='mouseoverHref'>Goding, F.W. & Froggatt, W.W. 1904. Monograph of the Australian Cicadidae.</a> <!--MARK--><!--MARK--><a href='nullc12cd779-adb5-41ea-bd2c-75f6864cf22e' class='mouseoverHref'><em>Proceedings of the Linnean Society of New South Wales</em></a> <strong>29</strong>(3): 561-670, pls xviii, xix<!--MARK-->","","Article in Journal","30bf2cf0-4761-423b-9abb-c236e145611a","20081009T05:11:37.000+0000","c12cd779-adb5-41ea-bd2c-75f6864cf22e"
"","","binotata","Myopsalta binotata (Goding & Froggatt, 1904)","","Myopsalta","","binotata","","Generic Combination","","Species","","Goding & Froggatt","1904","N","9b250e86-60f8-4f56-acaa-d03ecbc35a2d","20250530T00:56:36.273+0000","3cf0aee9-5451-4fb7-91fa-6e58ed235168","20250729T23:16:11.865+0000","","8773f0c2-cb3b-4a1f-8070-673320ec85d1","Moulds, M.S.","2012","A review of the genera of Australian cicadas (Hemiptera: Cicadoidea)","1-262","","Zootaxa","","","","<!--MARK--><a href='null7d5bc907-5eaf-4c7c-8dad-9a78de7b930c' class='mouseoverHref'>Moulds, M.S. 2012. A review of the genera of Australian cicadas (Hemiptera: Cicadoidea).</a> <!--MARK--><!--MARK--><a href='null96466227-221c-4922-ac97-1ac2dd946d0a' class='mouseoverHref'><em>Zootaxa</em></a> <strong>3287</strong>: 1-262<!--MARK-->","","Article in Journal","7d5bc907-5eaf-4c7c-8dad-9a78de7b930c","20120514T03:49:52.260+0000","96466227-221c-4922-ac97-1ac2dd946d0a"
"","","binotata","Cicadetta binotata (Goding & Froggatt, 1904)","","Cicadetta","","binotata","","Generic Combination","","Species","","Goding & Froggatt","1904","N","a7ea7da7-7851-492e-8033-dcabb642a732","20250530T00:56:36.273+0000","3cf0aee9-5451-4fb7-91fa-6e58ed235168","20250729T23:16:11.865+0000","","52d36971-682e-4826-abd5-9e79380d9ae9","Moulds, M.S.","1990","Australian Cicadas","217","","","","","New South Wales University Press","<!--MARK--><a href='nulla6a2822b-05d4-4d4d-86bd-98fa9e5d3929' class='mouseoverHref'>Moulds, M.S. 1990. <em>Australian Cicadas</em>. Kensington : New South Wales University Press 217 pp.</a><!--MARK-->","","Book","a6a2822b-05d4-4d4d-86bd-98fa9e5d3929","20081009T05:11:37.000+0000",""
"","","chrysopedia","Myopsalta chrysopedia Popple, 2017","CICADIDAE","Myopsalta","","chrysopedia","","Valid Name","","Species","","Popple","2017","Y","9b1bae92-42ba-49d5-8272-22afa2d5c974","20250530T00:56:36.273+0000","eb0f62bc-d6d2-442b-bd22-3ed8bf8c7637","20250729T23:16:11.865+0000","f8c0913f-4701-4ed0-b351-eeccf03ea857","eb0f62bc-d6d2-442b-bd22-3ed8bf8c7637","","","","","","","","","","","","","","",""
"","","chrysopedia","Myopsalta chrysopedia Popple, 2017","CICADIDAE","Myopsalta","","chrysopedia","","Synonym","synonym","Species","","Popple","2017","Y","9436b676-87a6-48dc-93ad-28f716bc64dc","20250530T00:56:36.273+0000","eb0f62bc-d6d2-442b-bd22-3ed8bf8c7637","20250729T23:16:11.865+0000","","bfac0d86-b7f3-4d91-80b0-8805043c05b1","Popple, L.W.","2017","A revision of the <i>Myopsalta crucifera</i> (Ashton) species group (Hemiptera: Cicadidae: Cicadettini) with 14 new species from mainland Australia","1-98","","Zootaxa","","","","<!--MARK--><a href='nulla8447363-5982-472b-b54a-f40476f50f5b' class='mouseoverHref'>Popple, L.W. 2017. A revision of the <i>Myopsalta crucifera</i> (Ashton) species group (Hemiptera: Cicadidae: Cicadettini) with 14 new species from mainland Australia.</a> <!--MARK--><!--MARK--><a href='null96466227-221c-4922-ac97-1ac2dd946d0a' class='mouseoverHref'><em>Zootaxa</em></a> <strong>4340</strong>(1): 1-98<!--MARK-->","","Article in Journal","a8447363-5982-472b-b54a-f40476f50f5b","20180209T01:29:03.288+0000","96466227-221c-4922-ac97-1ac2dd946d0a"
"","","coolahensis","Myopsalta coolahensis Emery, Emery & Popple, 2015","CICADIDAE","Myopsalta","","coolahensis","","Valid Name","","Species","","Emery, Emery & Popple","2015","Y","a7975f42-39b4-4e3f-9e5b-91a13d15f2e9","20250530T00:56:36.273+0000","ce3bef35-823b-49a2-8de6-9a676dc8db73","20250729T23:16:11.865+0000","f8c0913f-4701-4ed0-b351-eeccf03ea857","ce3bef35-823b-49a2-8de6-9a676dc8db73","","","","","","","","","","","","","","",""
"","","coolahensis","Myopsalta coolahensis Emery, Emery & Popple, 2015","CICADIDAE","Myopsalta","","coolahensis","","Synonym","synonym","Species","","Emery, Emery & Popple","2015","Y","3ca2a69d-2539-462d-8e23-a59d74f02213","20250530T00:56:36.273+0000","ce3bef35-823b-49a2-8de6-9a676dc8db73","20250729T23:16:11.865+0000","","634f72f6-76f3-48da-a0a9-c43c390dbbf1","Emery, N.J., Emery, D.L. & Popple, L.","2015","Redescription of <i>Myopsalta atrata</i> (Goding and Froggatt) and Description of Two New Species of <i>Myopsalta</i> Moulds (Hemiptera: Cicadidae) from Central Western New South Wales.","185-199","","Records of the Australian Museum","","","","<!--MARK--><a href='nullabfd43c1-e1f4-4a54-9f6d-0ebb00634e74' class='mouseoverHref'>Emery, N.J., Emery, D.L. & Popple, L. 2015. Redescription of <i>Myopsalta atrata</i> (Goding and Froggatt) and Description of Two New Species of <i>Myopsalta</i> Moulds (Hemiptera: Cicadidae) from Central Western New South Wales.</a> <!--MARK--><!--MARK--><a href='null7c07530b-0b38-44f5-8f95-368da97d6ac2' class='mouseoverHref'><em>Records of the Australian Museum</em></a> <strong>67</strong>(6): 185-199<!--MARK-->","","Article in Journal","abfd43c1-e1f4-4a54-9f6d-0ebb00634e74","20160118T04:14:19.669+0000","7c07530b-0b38-44f5-8f95-368da97d6ac2"
"","","crucifera","Myopsalta crucifera (Ashton, 1912)","CICADIDAE","Myopsalta","","crucifera","","Valid Name","","Species","","Ashton","1912","N","0ce5ec13-fb55-4855-a147-ec2edb0357bf","20250530T00:56:36.273+0000","ad1b913d-0b18-4115-a5d0-b8866a92cb8c","20250729T23:16:11.865+0000","f8c0913f-4701-4ed0-b351-eeccf03ea857","ad1b913d-0b18-4115-a5d0-b8866a92cb8c","","","","","","","","","","","","","","",""
"","","Brown Sugarcane Cicada","","","","","","","Common Name","","Species","","","","","ff24d743-8c15-4add-9891-eef5fa994df8","20250530T00:56:36.273+0000","ad1b913d-0b18-4115-a5d0-b8866a92cb8c","20250729T23:16:11.865+0000","","","","","","","","","","","","","","","","",""
"","","crucifera","Melampsalta crucifera Ashton, 1912","","Melampsalta","","crucifera","","Synonym","synonym","Species","","Ashton","1912","Y","7c6adf7b-53b2-4efc-b202-0282d1040642","20250530T00:56:36.273+0000","ad1b913d-0b18-4115-a5d0-b8866a92cb8c","20250729T23:16:11.865+0000","","2ac388c7-2a55-4675-9227-1ecd0ab7080c","Ashton, H.","1912","Some new Australian Cicadidae","221-229, pls 49-51","","Proceedings of the Royal Society of Victoria","","","","<!--MARK--><a href='null58dc6822-5885-4030-bd03-2c1a05711269' class='mouseoverHref'>Ashton, H. 1912. Some new Australian Cicadidae.</a> <!--MARK--><!--MARK--><a href='nullce333794-3a02-427f-ba27-346079f1efa0' class='mouseoverHref'><em>Proceedings of the Royal Society of Victoria</em></a> ns <strong>24</strong>: 221-229, pls 49-51<!--MARK-->","","Article in Journal","58dc6822-5885-4030-bd03-2c1a05711269","20081009T05:11:37.000+0000","ce333794-3a02-427f-ba27-346079f1efa0"
"","","crucifera","Myopsalta crucifera (Ashton, 1912)","","Myopsalta","","crucifera","","Generic Combination","","Species","","Ashton","1912","N","302a7be6-ba0c-41d4-ad15-59b612b853be","20250530T00:56:36.273+0000","ad1b913d-0b18-4115-a5d0-b8866a92cb8c","20250729T23:16:11.865+0000","","12ef156a-861f-485e-8e38-acae4986aa01","Moulds, M.S.","2012","A review of the genera of Australian cicadas (Hemiptera: Cicadoidea)","1-262","","Zootaxa","","","","<!--MARK--><a href='null7d5bc907-5eaf-4c7c-8dad-9a78de7b930c' class='mouseoverHref'>Moulds, M.S. 2012. A review of the genera of Australian cicadas (Hemiptera: Cicadoidea).</a> <!--MARK--><!--MARK--><a href='null96466227-221c-4922-ac97-1ac2dd946d0a' class='mouseoverHref'><em>Zootaxa</em></a> <strong>3287</strong>: 1-262<!--MARK-->","","Article in Journal","7d5bc907-5eaf-4c7c-8dad-9a78de7b930c","20120514T03:49:52.260+0000","96466227-221c-4922-ac97-1ac2dd946d0a"
"","","crucifera","Cicadetta crucifera (Ashton, 1912)","","Cicadetta","","crucifera","","Generic Combination","","Species","","Ashton","1912","N","a57bccae-1111-443c-a60a-fcc29f6f0606","20250530T00:56:36.273+0000","ad1b913d-0b18-4115-a5d0-b8866a92cb8c","20250729T23:16:11.865+0000","","036de1bb-aa1c-4536-87e3-00119e606d10","Moulds, M.S.","1988","The status of <i>Cicadetta</i> and <i>Melampsalta</i> (Homoptera: Cicadidae) in Australia with the description of two new species","39-48","","General and Applied Entomology","","","","<!--MARK--><a href='null5e0131f6-6a7d-4688-bc9d-8c2d405217e7' class='mouseoverHref'>Moulds, M.S. 1988. The status of <i>Cicadetta</i> and <i>Melampsalta</i> (Homoptera: Cicadidae) in Australia with the description of two new species.</a> <!--MARK--><!--MARK--><a href='null7f6c6200-1dda-4b05-a6e0-2c3387a6cd38' class='mouseoverHref'><em>General and Applied Entomology</em></a> <strong>20</strong>: 39-48<!--MARK-->","","Article in Journal","5e0131f6-6a7d-4688-bc9d-8c2d405217e7","20081009T05:11:37.000+0000","7f6c6200-1dda-4b05-a6e0-2c3387a6cd38"
"","","gordoni","Myopsalta gordoni Popple, 2017","CICADIDAE","Myopsalta","","gordoni","","Valid Name","","Species","","Popple","2017","Y","e9edc09b-fe8e-44ea-afce-a5007c8bbaae","20250530T00:56:36.273+0000","52ff771d-7c4e-471f-a30f-b8527df4eaf1","20250729T23:16:11.865+0000","f8c0913f-4701-4ed0-b351-eeccf03ea857","52ff771d-7c4e-471f-a30f-b8527df4eaf1","","","","","","","","","","","","","","",""
"","","Black Acacia Buzzer","","","","","","","Common Name","General","Species","","","","","b9bbe4bd-a28b-436a-827c-c5df764250ca","20250530T00:56:36.273+0000","52ff771d-7c4e-471f-a30f-b8527df4eaf1","20250729T23:16:11.865+0000","","","","","","","","","","","","","","","","",""
"","","gordoni","Myopsalta gordoni Popple, 2017","CICADIDAE","Myopsalta","","gordoni","","Synonym","synonym","Species","","Popple","2017","Y","3b053820-81fa-486f-afef-d59026c8a12c","20250530T00:56:36.273+0000","52ff771d-7c4e-471f-a30f-b8527df4eaf1","20250729T23:16:11.865+0000","","5a350217-d956-4c68-8c54-8a385f5cdad6","Popple, L.W.","2017","A revision of the <i>Myopsalta crucifera</i> (Ashton) species group (Hemiptera: Cicadidae: Cicadettini) with 14 new species from mainland Australia","1-98","","Zootaxa","","","","<!--MARK--><a href='nulla8447363-5982-472b-b54a-f40476f50f5b' class='mouseoverHref'>Popple, L.W. 2017. A revision of the <i>Myopsalta crucifera</i> (Ashton) species group (Hemiptera: Cicadidae: Cicadettini) with 14 new species from mainland Australia.</a> <!--MARK--><!--MARK--><a href='null96466227-221c-4922-ac97-1ac2dd946d0a' class='mouseoverHref'><em>Zootaxa</em></a> <strong>4340</strong>(1): 1-98<!--MARK-->","","Article in Journal","a8447363-5982-472b-b54a-f40476f50f5b","20180209T01:29:03.288+0000","96466227-221c-4922-ac97-1ac2dd946d0a"
"","","lactea","Myopsalta lactea (Distant, 1905)","CICADIDAE","Myopsalta","","lactea","","Valid Name","","Species","","Distant","1905","N","7003af16-17de-41a0-bb83-2e9324a4e4cb","20250530T00:56:36.273+0000","5a30f8aa-117a-4dbe-8c29-6a6c165e8dee","20250729T23:16:11.865+0000","f8c0913f-4701-4ed0-b351-eeccf03ea857","5a30f8aa-117a-4dbe-8c29-6a6c165e8dee","","","","","","","","","","","","","","",""
"","","lactea","Melampsalta lactea Distant, 1905","","Melampsalta","","lactea","","Synonym","synonym","Species","","Distant","1905","Y","fab23876-3163-4720-aa6b-3f74b9b27a80","20250530T00:56:36.273+0000","5a30f8aa-117a-4dbe-8c29-6a6c165e8dee","20250729T23:16:11.865+0000","","cdff2798-b608-4294-95b9-b3238e9ac327","Distant, W.L.","1905","Rhynchotal notes-XXXV","265-281","","Annals and Magazine of Natural History","","","","<!--MARK--><a href='null520a6892-785f-47d8-af04-85db2411a5cc' class='mouseoverHref'>Distant, W.L. 1905. Rhynchotal notes-XXXV.</a> <!--MARK--><!--MARK--><a href='nullefa8de69-3a29-4a43-8ef2-cbefda205976' class='mouseoverHref'><em>Annals and Magazine of Natural History</em></a> 7 <strong>16</strong>: 265-281<!--MARK-->","","Article in Journal","520a6892-785f-47d8-af04-85db2411a5cc","20081009T05:11:37.000+0000","efa8de69-3a29-4a43-8ef2-cbefda205976"
"","","lactea","Myopsalta lactea (Distant, 1905)","","Myopsalta","","lactea","","Generic Combination","","Species","","Distant","1905","N","956c1002-e641-4bb9-ac2f-6152bbb7410a","20250530T00:56:36.273+0000","5a30f8aa-117a-4dbe-8c29-6a6c165e8dee","20250729T23:16:11.865+0000","","c0cd6d6c-9117-4052-863a-026f219c8153","Moulds, M.S.","2012","A review of the genera of Australian cicadas (Hemiptera: Cicadoidea)","1-262","","Zootaxa","","","","<!--MARK--><a href='null7d5bc907-5eaf-4c7c-8dad-9a78de7b930c' class='mouseoverHref'>Moulds, M.S. 2012. A review of the genera of Australian cicadas (Hemiptera: Cicadoidea).</a> <!--MARK--><!--MARK--><a href='null96466227-221c-4922-ac97-1ac2dd946d0a' class='mouseoverHref'><em>Zootaxa</em></a> <strong>3287</strong>: 1-262<!--MARK-->","","Article in Journal","7d5bc907-5eaf-4c7c-8dad-9a78de7b930c","20120514T03:49:52.260+0000","96466227-221c-4922-ac97-1ac2dd946d0a"
"","","lactea","Cicadetta lactea (Distant, 1905)","","Cicadetta","","lactea","","Generic Combination","","Species","","Distant","1905","N","c2bb5f19-7494-4ecf-af6f-a4c21a8675b3","20250530T00:56:36.273+0000","5a30f8aa-117a-4dbe-8c29-6a6c165e8dee","20250729T23:16:11.865+0000","","","","","","","","","","","","","","","","",""
"","","leona","Myopsalta leona Popple, 2017","CICADIDAE","Myopsalta","","leona","","Valid Name","","Species","","Popple","2017","Y","cd0a18f5-b8cb-4697-b20b-de7a689e71c3","20250530T00:56:36.273+0000","107c15c9-1f4f-4d6d-8690-518275d26e6b","20250729T23:16:11.865+0000","f8c0913f-4701-4ed0-b351-eeccf03ea857","107c15c9-1f4f-4d6d-8690-518275d26e6b","","","","","","","","","","","","","","",""
"","","Black Brigalow Buzzer","","","","","","","Common Name","General","Species","","","","","dc91f25b-1381-4603-9f0f-ebb1231a8262","20250530T00:56:36.273+0000","107c15c9-1f4f-4d6d-8690-518275d26e6b","20250729T23:16:11.865+0000","","","","","","","","","","","","","","","","",""
"","","leona","Myopsalta leona Popple, 2017","CICADIDAE","Myopsalta","","leona","","Synonym","synonym","Species","","Popple","2017","Y","44699258-7b76-44cb-b897-187462bb0779","20250530T00:56:36.273+0000","107c15c9-1f4f-4d6d-8690-518275d26e6b","20250729T23:16:11.865+0000","","d88d7176-7039-480e-8d08-531e4503b17d","Popple, L.W.","2017","A revision of the <i>Myopsalta crucifera</i> (Ashton) species group (Hemiptera: Cicadidae: Cicadettini) with 14 new species from mainland Australia","1-98","","Zootaxa","","","","<!--MARK--><a href='nulla8447363-5982-472b-b54a-f40476f50f5b' class='mouseoverHref'>Popple, L.W. 2017. A revision of the <i>Myopsalta crucifera</i> (Ashton) species group (Hemiptera: Cicadidae: Cicadettini) with 14 new species from mainland Australia.</a> <!--MARK--><!--MARK--><a href='null96466227-221c-4922-ac97-1ac2dd946d0a' class='mouseoverHref'><em>Zootaxa</em></a> <strong>4340</strong>(1): 1-98<!--MARK-->","","Article in Journal","a8447363-5982-472b-b54a-f40476f50f5b","20180209T01:29:03.288+0000","96466227-221c-4922-ac97-1ac2dd946d0a"
"","","libritor","Myopsalta libritor Emery, Emery & Popple, 2015","CICADIDAE","Myopsalta","","libritor","","Valid Name","","Species","","Emery, Emery & Popple","2015","Y","7a8d12fe-ef54-48b6-b188-573805e0adee","20250530T00:56:36.273+0000","404296c8-f726-41cf-bad2-88e92c50ec10","20250729T23:16:11.865+0000","f8c0913f-4701-4ed0-b351-eeccf03ea857","404296c8-f726-41cf-bad2-88e92c50ec10","","","","","","","","","","","","","","",""
"","","libritor","Myopsalta libritor Emery, Emery & Popple, 2015","","Myopsalta","","libritor","","Synonym","synonym","Species","","Emery, Emery & Popple","2015","Y","5365d444-e7df-4530-ac38-d9a92dbcd09d","20250530T00:56:36.273+0000","404296c8-f726-41cf-bad2-88e92c50ec10","20250729T23:16:11.865+0000","","b0c43e15-e62f-4f3b-838f-1807d3fb3603","Emery, N.J., Emery, D.L. & Popple, L.","2015","Redescription of <i>Myopsalta atrata</i> (Goding and Froggatt) and Description of Two New Species of <i>Myopsalta</i> Moulds (Hemiptera: Cicadidae) from Central Western New South Wales.","185-199","","Records of the Australian Museum","","","","<!--MARK--><a href='nullabfd43c1-e1f4-4a54-9f6d-0ebb00634e74' class='mouseoverHref'>Emery, N.J., Emery, D.L. & Popple, L. 2015. Redescription of <i>Myopsalta atrata</i> (Goding and Froggatt) and Description of Two New Species of <i>Myopsalta</i> Moulds (Hemiptera: Cicadidae) from Central Western New South Wales.</a> <!--MARK--><!--MARK--><a href='null7c07530b-0b38-44f5-8f95-368da97d6ac2' class='mouseoverHref'><em>Records of the Australian Museum</em></a> <strong>67</strong>(6): 185-199<!--MARK-->","","Article in Journal","abfd43c1-e1f4-4a54-9f6d-0ebb00634e74","20160118T04:14:19.669+0000","7c07530b-0b38-44f5-8f95-368da97d6ac2"
"","","longicauda","Myopsalta longicauda Popple, 2017","CICADIDAE","Myopsalta","","longicauda","","Valid Name","","Species","","Popple","2017","Y","f61d56d2-e36b-46da-8821-291aea47488d","20250530T00:56:36.273+0000","963bb586-0e73-4703-a65f-dbf249e38306","20250729T23:16:11.865+0000","f8c0913f-4701-4ed0-b351-eeccf03ea857","963bb586-0e73-4703-a65f-dbf249e38306","","","","","","","","","","","","","","",""
"","","longicauda","Myopsalta longicauda Popple, 2017","CICADIDAE","Myopsalta","","longicauda","","Synonym","synonym","Species","","Popple","2017","Y","80d9d417-ff92-4cdb-b18a-73115558dafa","20250530T00:56:36.273+0000","963bb586-0e73-4703-a65f-dbf249e38306","20250729T23:16:11.865+0000","","fb2a0738-74f5-44ee-9508-012dc35b8160","Popple, L.W.","2017","A revision of the <i>Myopsalta crucifera</i> (Ashton) species group (Hemiptera: Cicadidae: Cicadettini) with 14 new species from mainland Australia","1-98","","Zootaxa","","","","<!--MARK--><a href='nulla8447363-5982-472b-b54a-f40476f50f5b' class='mouseoverHref'>Popple, L.W. 2017. A revision of the <i>Myopsalta crucifera</i> (Ashton) species group (Hemiptera: Cicadidae: Cicadettini) with 14 new species from mainland Australia.</a> <!--MARK--><!--MARK--><a href='null96466227-221c-4922-ac97-1ac2dd946d0a' class='mouseoverHref'><em>Zootaxa</em></a> <strong>4340</strong>(1): 1-98<!--MARK-->","","Article in Journal","a8447363-5982-472b-b54a-f40476f50f5b","20180209T01:29:03.288+0000","96466227-221c-4922-ac97-1ac2dd946d0a"
"","","mackinlayi","Myopsalta mackinlayi (Distant, 1882)","CICADIDAE","Myopsalta","","mackinlayi","","Valid Name","","Species","","Distant","1882","N","e4fde235-2b12-4cfa-b2df-ef71b70193ad","20250530T00:56:36.273+0000","a00c9693-9c55-44a3-98d1-50c26a633ed0","20250729T23:16:11.865+0000","f8c0913f-4701-4ed0-b351-eeccf03ea857","a00c9693-9c55-44a3-98d1-50c26a633ed0","","","","","","","","","","","","","","",""
"","","mackinlayi","Melampsalta mackinlayi Distant, 1882","","Melampsalta","","mackinlayi","","Synonym","synonym","Species","","Distant","1882","Y","a772a416-ed06-425f-9d12-a7a075172404","20250530T00:56:36.273+0000","a00c9693-9c55-44a3-98d1-50c26a633ed0","20250729T23:16:11.865+0000","","4238bda6-a9c0-46e4-a4fc-40e71b4a1501","Distant, W.L.","1882","On some undescribed Cicadidae from Australia and the Pacific region","125-134, pl. 7","","Proceedings of the Zoological Society of London","","","","<!--MARK--><a href='null41f6db76-6fdd-4eec-afb2-cbefb0e733de' class='mouseoverHref'>Distant, W.L. 1882. On some undescribed Cicadidae from Australia and the Pacific region.</a> <!--MARK--><!--MARK--><a href='null511f299d-99ec-413c-bc4c-04a380829c96' class='mouseoverHref'><em>Proceedings of the Zoological Society of London</em></a> <strong>1882</strong>: 125-134, pl. 7<!--MARK-->","","Article in Journal","41f6db76-6fdd-4eec-afb2-cbefb0e733de","20081009T05:11:37.000+0000","511f299d-99ec-413c-bc4c-04a380829c96"
